timestamps,open,high,low,close,volume
2023-09-08 14:00:00,4.170893246187364,4.189106753812636,4.170893246187364,4.18,15936639
2023-09-08 15:00:00,4.189106753812636,4.189106753812636,4.170893246187364,4.18,38062870
2023-09-11 10:30:00,4.18,4.189106753812636,4.170893246187364,4.170893246187364,70226440
2023-09-11 11:30:00,4.18,4.189106753812636,4.170893246187364,4.18,20763530
2023-09-11 14:00:00,4.18,4.1982135076252725,4.18,4.189106753812636,48350883
2023-09-11 15:00:00,4.189106753812636,4.189106753812636,4.18,4.18,34069515
2023-09-12 10:30:00,4.180891304347827,4.19,4.171782608695653,4.180891304347827,40334673
2023-09-12 11:30:00,4.171782608695653,4.19,4.171782608695653,4.19,20272400
2023-09-12 14:00:00,4.180891304347827,4.19,4.180891304347827,4.19,41032260
2023-09-12 15:00:00,4.19,4.19,4.180891304347827,4.19,24432056
2023-09-13 10:30:00,4.191774891774891,4.21,4.182662337662338,4.191774891774891,73572450
2023-09-13 11:30:00,4.200887445887446,4.21,4.191774891774891,4.191774891774891,27983500
2023-09-13 14:00:00,4.191774891774891,4.200887445887446,4.182662337662338,4.191774891774891,30373690
2023-09-13 15:00:00,4.191774891774891,4.219112554112554,4.182662337662338,4.21,74344317
2023-09-14 10:30:00,4.214487179487179,4.26,4.205384615384616,4.2417948717948715,188227038
2023-09-14 11:30:00,4.250897435897436,4.26,4.232692307692308,4.250897435897436,55725953
2023-09-14 14:00:00,4.26,4.26,4.2417948717948715,4.250897435897436,50307956
2023-09-14 15:00:00,4.250897435897436,4.26,4.2417948717948715,4.26,56909723
2023-09-15 10:30:00,4.265572354211662,4.283801295896328,4.238228941684665,4.274686825053996,86560187
2023-09-15 11:30:00,4.265572354211662,4.283801295896328,4.238228941684665,4.247343412526997,44138915
2023-09-15 14:00:00,4.247343412526997,4.25645788336933,4.22,4.22,51064600
2023-09-15 15:00:00,4.229114470842332,4.229114470842332,4.22,4.22,57968655
2023-09-18 10:30:00,4.23,4.23,4.202650862068967,4.211767241379311,69389990
2023-09-18 11:30:00,4.202650862068967,4.23,4.202650862068967,4.220883620689656,31128545
2023-09-18 14:00:00,4.220883620689656,4.23,4.211767241379311,4.220883620689656,24796559
2023-09-18 15:00:00,4.220883620689656,4.239116379310346,4.211767241379311,4.23,40810692
2023-09-19 10:30:00,4.223589743589743,4.2417948717948715,4.214487179487179,4.2417948717948715,77407683
2023-09-19 11:30:00,4.2417948717948715,4.26,4.232692307692308,4.26,43711420
2023-09-19 14:00:00,4.250897435897436,4.26,4.2417948717948715,4.26,31892673
2023-09-19 15:00:00,4.250897435897436,4.26,4.2417948717948715,4.26,53485144
2023-09-20 10:30:00,4.251791044776119,4.27,4.242686567164179,4.27,61970071
2023-09-20 11:30:00,4.27,4.27910447761194,4.260895522388059,4.27910447761194,70936899
2023-09-20 14:00:00,4.27910447761194,4.27910447761194,4.27,4.27,35861400
2023-09-20 15:00:00,4.27910447761194,4.28820895522388,4.260895522388059,4.27,115647571
2023-09-21 10:30:00,4.27,4.315522388059701,4.260895522388059,4.27,152531711
2023-09-21 11:30:00,4.27910447761194,4.28820895522388,4.260895522388059,4.28820895522388,49732527
2023-09-21 14:00:00,4.27910447761194,4.28820895522388,4.27,4.27,31426107
2023-09-21 15:00:00,4.27910447761194,4.28820895522388,4.260895522388059,4.27,64165098
2023-09-22 10:30:00,4.2744303797468355,4.292658227848101,4.256202531645569,4.2744303797468355,96708800
2023-09-22 11:30:00,4.2744303797468355,4.301772151898734,4.265316455696202,4.301772151898734,54242121
2023-09-22 14:00:00,4.292658227848101,4.32,4.2744303797468355,4.32,91270705
2023-09-22 15:00:00,4.32,4.32,4.301772151898734,4.32,67767014
2023-09-25 10:30:00,4.319112050739958,4.337336152219873,4.300887949260042,4.319112050739958,80414781
2023-09-25 11:30:00,4.319112050739958,4.337336152219873,4.319112050739958,4.328224101479915,57582332
2023-09-25 14:00:00,4.319112050739958,4.328224101479915,4.31,4.328224101479915,51311400
2023-09-25 15:00:00,4.319112050739958,4.328224101479915,4.31,4.31,47694998
2023-09-26 10:30:00,4.316425531914894,4.325531914893617,4.28,4.289106382978724,79125777
2023-09-26 11:30:00,4.289106382978724,4.298212765957446,4.261787234042552,4.270893617021277,50189601
2023-09-26 14:00:00,4.28,4.28,4.261787234042552,4.28,35671509
2023-09-26 15:00:00,4.28,4.298212765957446,4.270893617021277,4.28,49860658
2023-09-27 10:30:00,4.285591397849462,4.2947096774193545,4.24,4.249118279569892,96831031
2023-09-27 11:30:00,4.258236559139784,4.267354838709677,4.249118279569892,4.249118279569892,33097411
2023-09-27 14:00:00,4.249118279569892,4.258236559139784,4.24,4.24,40856981
2023-09-27 15:00:00,4.249118279569892,4.258236559139784,4.24,4.24,54795139
2023-09-28 10:30:00,4.250897435897436,4.269102564102565,4.2417948717948715,4.26,56554610
2023-09-28 11:30:00,4.26,4.278205128205128,4.250897435897436,4.269102564102565,28896316
2023-09-28 14:00:00,4.269102564102565,4.269102564102565,4.26,4.269102564102565,21506674
2023-09-28 15:00:00,4.26,4.269102564102565,4.250897435897436,4.26,50014096
2023-10-09 10:30:00,4.241755888650964,4.26,4.223511777301927,4.26,80949709
2023-10-09 11:30:00,4.26,4.2873661670235546,4.250877944325482,4.269122055674518,49123771
2023-10-09 14:00:00,4.26,4.278244111349037,4.26,4.269122055674518,16408749
2023-10-09 15:00:00,4.269122055674518,4.2873661670235546,4.26,4.26,68092730
2023-10-10 10:30:00,4.269102564102565,4.296410256410256,4.250897435897436,4.278205128205128,81152561
2023-10-10 11:30:00,4.278205128205128,4.287307692307692,4.26,4.269102564102565,26114895
2023-10-10 14:00:00,4.26,4.269102564102565,4.250897435897436,4.26,32844608
2023-10-10 15:00:00,4.26,4.278205128205128,4.26,4.26,44535660
2023-10-11 10:30:00,4.272669491525424,4.309110169491526,4.272669491525424,4.290889830508474,80947849
2023-10-11 11:30:00,4.3,4.309110169491526,4.272669491525424,4.272669491525424,39443563
2023-10-11 14:00:00,4.281779661016949,4.309110169491526,4.272669491525424,4.309110169491526,50305211
2023-10-11 15:00:00,4.3,4.309110169491526,4.281779661016949,4.3,98508388
2023-10-12 10:30:00,4.373553719008265,4.41,4.355330578512397,4.373553719008265,292328922
2023-10-12 11:30:00,4.373553719008265,4.391776859504133,4.364442148760331,4.382665289256198,54579664
2023-10-12 14:00:00,4.382665289256198,4.41,4.364442148760331,4.391776859504133,123637908
2023-10-12 15:00:00,4.400888429752066,4.419111570247933,4.391776859504133,4.41,97219263
2023-10-13 10:30:00,4.387034764826176,4.487361963190184,4.377914110429448,4.469120654396729,187586857
2023-10-13 11:30:00,4.469120654396729,4.505603271983641,4.469120654396729,4.478241308793456,119950470
2023-10-13 14:00:00,4.478241308793456,4.487361963190184,4.450879345603273,4.450879345603273,61170474
2023-10-13 15:00:00,4.46,4.469120654396729,4.450879345603273,4.46,59085930
2023-10-16 10:30:00,4.4435772357723575,4.46178861788618,4.416260162601626,4.434471544715447,77162353
2023-10-16 11:30:00,4.434471544715447,4.46178861788618,4.425365853658537,4.46178861788618,72487519
2023-10-16 14:00:00,4.452682926829269,4.498211382113822,4.452682926829269,4.48,63587868
